,id,slug,status,title,property_type,purchase_type,bedrooms,bathrooms,area,city,state,photo_url,lister,lat,lng,price,createdat,price_per_sq_ft,trends
945,23479,th-life-luxury-tiny-home,active,TH Life Luxury Tiny Home,Tiny House,purchase,2.0,1.0,493.0,Fredricksburg,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1981_1_cbzckp.jpg,146681,30.27,-98.87,99000.0,2021-02-19,200.81,
946,12611,santa-rosa-ca-12-janes-tiny-greenhouse,active,"Jane's Tiny ""Green""House",Tiny House On Wheels,purchase,1.0,1.0,96.0,Santa Rosa,California,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0611-e1476965721768_lsulfa.jpg,23463,38.440429,-122.714055,20000.0,2016-10-19,208.33,
948,12597,archie-mo-15-40-container-home-with-front-porch,active,40' Container home with front porch,Container Home,model,1.0,1.0,312.0,Archie,Missouri,http://res.cloudinary.com/tinyhouselistings/image/upload/160929021045_hd_euxkjf.jpg,22057,38.481681,-94.354393,47900.0,2016-10-17,153.53,
949,12605,reno-nv-12-gypsy-vardo-wagon-for-sale,active,Gypsy vardo wagon for sale,Tiny House On Wheels,purchase,1.0,0.0,70.0,Reno,Nevada,http://res.cloudinary.com/tinyhouselistings/image/upload/20160619_1158151-1_vualps.jpg,23446,39.529633,-119.813803,18900.0,2016-10-17,270.0,
951,12601,san-antonio-texas-15-texas-tiny-house-shell-full-electric-2,active,Texas Tiny House Shell + Full Electric,Tiny House On Wheels,purchase,0.0,1.0,224.0,San Antonio,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2016-1_jal222.jpg,23440,29.424122,-98.493628,10000.0,2016-10-15,44.64,
952,12595,breckinridge-county-ky-12-sunn-flower,active,THE WEE CASTLE TINY HOUSE,Tiny House On Wheels,purchase,0.0,1.0,246.0,,Kentucky,http://res.cloudinary.com/tinyhouselistings/image/upload/tiny-house-with-wheels-2_kjw9gr.jpg,23366,37.7982,-86.459209,65000.0,2016-10-14,264.23,
953,12593,scamp-camper-for-sale,active,Scamp Camper For Sale,Rv,purchase,0.0,0.0,85.0,,Michigan,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_3498_np3uhq.jpg,23432,44.314844,-85.602364,8300.0,2016-10-14,97.65,
954,12591,micro-camper-for-sale,active,Micro Camper For Sale,Rv,purchase,1.0,0.0,45.0,Belleview,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/wee3-e1476389490198_unloug.jpg,23429,29.055258,-82.062311,3995.0,2016-10-13,88.78,
955,12589,tiny-house-chicago-for-sale,active,Tiny House Chicago For Sale,Tiny House On Wheels,purchase,0.0,1.0,144.0,Chicago,Illinois,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_7192_scq8yn.jpg,23425,41.878114,-87.629798,11000.0,2016-10-13,76.39,
956,12592,des-moines-iowa-12-8-x-16-finished-tiny-house,active,8' x 16' Finished Tiny House,Tiny House On Wheels,purchase,0.0,1.0,192.0,Des Moines,Iowa,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0314-1-e1476405148456_fqboev.jpg,23430,41.600545,-93.609106,32500.0,2016-10-13,169.27,
957,12587,portland-oregon-12-two-tiny-mobile-retail-units,active,TWO Tiny Mobile Retail Units,Tiny House On Wheels,purchase,1.0,1.0,340.0,Portland,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_3978_bvnwz8.jpg,23420,45.523062,-122.676482,42000.0,2016-10-12,123.53,
958,12584,la-pine-12-la-pine-tiny-home,active,La Pine Tiny Home,Tiny House On Wheels,purchase,1.0,1.0,280.0,La Pine,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/P1050160_fdixv1.jpg,23418,43.6704,-121.503636,67900.0,2016-10-12,242.5,
959,12572,2002-thomas-school-bus-conversion,active,2002 Thomas School Bus Conversion,Tiny House On Wheels,purchase,1.0,0.0,30.0,Weyers Cave,Virginia,http://res.cloudinary.com/tinyhouselistings/image/upload/20150412_123618_vo1ygo.jpg,23407,38.288462,-78.913083,12500.0,2016-10-09,416.67,
960,12571,olympia-washington-12-cgeri,active,Cgeri,Tiny House On Wheels,purchase,2.0,1.0,275.0,Olympia,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/FB_IMG_1475005247867_et3vlh.jpg,23406,47.037874,-122.900695,35000.0,2016-10-08,127.27,
961,12567,chadron-ne-usa-12-pine-beetle-cabin,active,Pine Beetle Cabin,Tiny House On Wheels,purchase,0.0,0.0,98.0,Chadron,Nebraska,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1817-1_v9xlzc.jpg,23403,42.829419,-102.999907,10000.0,2016-10-07,102.04,
962,12564,scott-citykansas-12-goose-neck-mobile,active,Goose Neck Mobile,Tiny House On Wheels,purchase,1.0,1.0,410.0,Scott City,Kansas,http://res.cloudinary.com/tinyhouselistings/image/upload/PICT0016_ilku4t.jpg,23400,38.482519,-100.907095,35000.0,2016-10-06,85.37,Urban
963,12563,birmingham-al-12-made-for-entertaining-wonderful-show-model-at-a-huge-discount,active,Made for entertaining! Wonderful show model at a huge discount!,Tiny House On Wheels,purchase,0.0,1.0,180.0,Birmingham,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0244_ibkgka.jpg,23399,33.520661,-86.80249,39850.0,2016-10-06,221.39,
964,12556,columbus-texas-15-container-house,active,Container House,Container Home,purchase,1.0,1.0,160.0,Columbus,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0679_tvbgtk.jpg,23388,29.706623,-96.539693,20000.0,2016-10-04,125.0,
965,12555,montana-12-cedar-tiny-house,active,Cedar Tiny House,Tiny House On Wheels,purchase,2.0,1.0,370.0,,Montana,http://res.cloudinary.com/tinyhouselistings/image/upload/image_yekqof.jpg,23383,46.879682,-110.362566,55000.0,2016-10-04,148.65,Treehouse
966,12548,breckinridge-county-ky-15-the-wee-castle,active,The Wee Castle,Tiny House On Wheels,purchase,0.0,1.0,246.0,,Kentucky,http://res.cloudinary.com/tinyhouselistings/image/upload/tiny-house-b-2_prafdu.jpg,23366,37.7982,-86.459209,65000.0,2016-09-29,264.23,
967,12545,springfield-oregon-15-container-cabin-2,active,Container Cabin,Container Home,purchase,1.0,1.0,320.0,Springfield,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/P6031231_dyhgrg.jpg,23362,44.046236,-123.022029,30000.0,2016-09-28,93.75,
968,12547,ridgway-colorado-12-diy-interior-tiny-houses,active,DIY Interior Tiny Houses,Tiny House On Wheels,purchase,1.0,0.0,200.0,Ridgway,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/0903161231_fjj6df.jpg,23365,38.152587,-107.755616,15000.0,2016-09-28,75.0,
969,12546,new-jersey-12-affordable-tiny-house-for-sale,active,Affordable Tiny House For Sale,Tiny House On Wheels,purchase,2.0,0.0,84.0,,New Jersey,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2861_kb0jnw.jpg,23364,40.058324,-74.405661,5000.0,2016-09-28,59.52,
970,12544,defiance-ohio-12-ethan-miller,active,1958 Ted Walker Ziemann Travel Trailer,Tiny House On Wheels,purchase,1.0,0.0,90.0,Defiance,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/P1016951-2_rlpl6f.jpg,22293,41.284493,-84.35578,1200.0,2016-09-28,13.33,
971,12539,georgetown-tx-12-tiny-house-shell,active,Tiny House Shell,Tiny House On Wheels,purchase,0.0,1.0,196.0,Georgetown,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/FB_IMG_1472768404938_qwrhi4.jpg,23355,30.633262,-97.677984,8500.0,2016-09-27,43.37,
972,12537,bedford-va-12-new-model,active,"reduced 15,000!!!!!!!!!!!",Tiny House On Wheels,purchase,1.0,1.0,217.0,Bedford,Virginia,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2226_tglob8.jpg,22706,37.334308,-79.523088,44900.0,2016-09-27,206.91,
975,12529,gypsy-wagon-for-sale-5,active,Gypsy Wagon For Sale,Tiny House On Wheels,purchase,1.0,1.0,105.0,Bullhead City,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/image-8_yzvwzq.jpg,23342,35.135939,-114.528598,21000.0,2016-09-25,200.0,Gypsy-Wagon
976,12530,lake-geneva-ei-12-tinyvegans-2,active,Tinyvegans,Tiny House On Wheels,purchase,3.0,1.0,400.0,Lake Geneva,Wisconsin,http://res.cloudinary.com/tinyhouselistings/image/upload/14440798_1791358474481392_1302357524907563614_n_ez0tz1.jpg,23346,42.579518,-88.425643,20000.0,2016-09-25,50.0,
977,12532,bend-oregon-usa-12-1956-anderson-35-ft,active,1956 Anderson 35 ft,Tiny House On Wheels,purchase,1.0,0.0,245.0,Bend,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0171_1_pggu1q.jpg,23347,44.058173,-121.31531,5600.0,2016-09-25,22.86,
978,12528,50-square-feet-tiny-cabin,active,50 Square Feet Tiny Cabin,Tiny House On Wheels,purchase,0.0,0.0,50.0,Ames,Iowa,http://res.cloudinary.com/tinyhouselistings/image/upload/20160821_182508-e1474722685989_cehrn7.jpg,23340,42.030781,-93.631913,11500.0,2016-09-24,230.0,
979,12526,10x14-gable-style-tiny-house-shell,active,10x14 gable style tiny house shell,Tiny House On Wheels,purchase,1.0,0.0,140.0,Whitehall,Michigan,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_5032-1_vpl0sj.jpg,23338,43.410011,-86.348679,3995.0,2016-09-23,28.54,
980,12527,jupiter-florida-12-the-tiny-abode-a-tiny-house-on-wheels,active,The Tiny Abode. A Tiny House on Wheels.,Tiny House On Wheels,purchase,1.0,1.0,192.0,Jupiter,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/20160925_113352_zxezaj.jpg,23339,26.934225,-80.094209,47500.0,2016-09-23,247.4,
981,12524,6x9-tiny-house-in-nh,active,6x9 Tiny House in NH,Tiny House On Wheels,purchase,0.0,0.0,54.0,Kingston,New Hampshire,http://res.cloudinary.com/tinyhouselistings/image/upload/20160913_184532_tvst0n.jpg,23332,42.936477,-71.053392,6000.0,2016-09-22,111.11,
982,12518,redding-ca-15-bigger-than-tiny,active,Bigger Than Tiny,Tiny House On Wheels,purchase,3.0,1.0,460.0,Redding,California,http://res.cloudinary.com/tinyhouselistings/image/upload/30672-002_rfdss6.jpg,23324,40.58654,-122.391675,25000.0,2016-09-20,54.35,
983,12521,brian-head-utah-15-brian-head-utah-yurt-dreams,active,Brian Head Utah Yurt Dreams,Yurt,purchase,0.0,0.0,250.0,Brian Head,Utah,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_3541-1_q3svwc.jpg,23326,37.692755,-112.850777,35000.0,2016-09-20,140.0,Boho
984,12516,bryan-12-tiny-house,active,Tiny house,Tiny House On Wheels,purchase,1.0,1.0,400.0,Bryan,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/image-35_ozcngh.jpg,23321,30.674364,-96.369963,42000.0,2016-09-19,105.0,
985,12515,podzook-backyard-building,active,Podzook Backyard Building,Tiny House On Wheels,purchase,0.0,0.0,99.0,,Maine,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1182_r5utte.jpg,23319,45.253783,-69.445469,28000.0,2016-09-19,282.83,
986,12513,tiny-house-plus-loft,active,Tiny House Plus Loft,Tiny House On Wheels,purchase,0.0,1.0,200.0,Jewett,New York,http://res.cloudinary.com/tinyhouselistings/image/upload/image-31_rwtbvg.jpg,23315,42.270364,-74.302923,35000.0,2016-09-18,175.0,
987,12511,ft-pierce-florida-12-florida-custom-tiny-house,active,Florida Custom Tiny House,Tiny House On Wheels,purchase,0.0,1.0,230.0,Fort Pierce,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/20160817_154733_zpspioezhcx_xxoakf.jpg,23311,27.446706,-80.325606,59000.0,2016-09-17,256.52,
988,12509,michigan-15-yours-to-customize,active,Yours to customize,Tiny House On Wheels,purchase,0.0,1.0,392.0,,Michigan,http://res.cloudinary.com/tinyhouselistings/image/upload/image-2_kb2g7c.jpg,23309,44.314844,-85.602364,25000.0,2016-09-17,63.78,
989,12506,michigan-15-minimalist-homes,active,Minimalist Homes,Tiny House On Wheels,purchase,1.0,1.0,300.0,,Michigan,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_3059_gtccu2.jpg,23300,44.314844,-85.602364,70000.0,2016-09-15,233.33,Minimalism
990,12504,coarsegold-california-12-ownerbuilder-2-2-2-2,active,Metal Shell Tiny House on wheels For Sale,Tiny House On Wheels,purchase,1.0,1.0,220.0,Coarsegold,California,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2924-1_qwjngx.jpg,20955,37.262169,-119.700983,25000.0,2016-09-15,113.64,
991,12505,tiny-cabin-for-sale-2,active,Tiny cabin for sale,Tiny House On Wheels,purchase,2.0,1.0,300.0,San Diego,California,http://res.cloudinary.com/tinyhouselistings/image/upload/20160719_103251-1_o9bdh6.jpg,23299,32.715738,-117.161084,38000.0,2016-09-15,126.67,
992,12500,gypsy-wagon-tiny-house,active,Gypsy wagon tiny house,Tiny House On Wheels,purchase,1.0,0.0,120.0,Russiaville,Indiana,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_20160806_1510393_rewind_ktx7sp.jpg,23295,40.417537,-86.271385,42000.0,2016-09-14,350.0,Gypsy-Wagon
993,12501,drake-co-12-tiny-cabin,active,Tiny Cabin,Tiny House On Wheels,purchase,0.0,0.0,280.0,Drake,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/tiny-cabin-front_h20xjt.jpg,23296,40.431928,-105.340268,24000.0,2016-09-14,85.71,
994,12497,benton-arkansas-12-tiny-house-project,active,Tiny House Project,Tiny House On Wheels,purchase,1.0,0.0,119.0,Benton,Arkansas,http://res.cloudinary.com/tinyhouselistings/image/upload/image-25_bsnesy.jpg,23289,34.564537,-92.586828,9200.0,2016-09-13,77.31,
995,12489,morrowohio-12-big-tiny-home,active,Big tiny Home,Tiny House,purchase,1.0,1.0,500.0,Morrow,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/DSCN0734_fmaexh.jpg,23276,39.36,-84.16,50000.0,2016-09-12,100.0,
996,12487,tonopah-az-west-of-phoenix-15-railroad-insulated-boxcars,active,Railroad insulated Boxcars,Converted Railcar,purchase,1.0,0.0,400.0,Phoenix,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/image-20_pqrx2q.jpg,23272,33.671831,-112.124239,10000.0,2016-09-10,25.0,
997,12482,salem-missouri-usa-15-livework-tiny-home-bakery,active,Live/Work Tiny Home Bakery,Tiny House On Wheels,purchase,0.0,1.0,363.0,Salem,Missouri,http://res.cloudinary.com/tinyhouselistings/image/upload/image-18_vxwez0.jpg,23266,37.645599,-91.535981,25000.0,2016-09-09,68.87,
998,12485,chico-ca-usa-15-modern-rustic-tiny-house-for-sale,active,Modern Rustic Tiny House for Sale,Tiny House On Wheels,purchase,0.0,1.0,120.0,Chico,California,http://res.cloudinary.com/tinyhouselistings/image/upload/tinypic4-768x511_oleh5h.jpg,23270,39.728494,-121.837478,28000.0,2016-09-09,233.33,Modern
999,12480,tucson-az-united-states-12-arizona-gem,active,Arizona Gem,Tiny House On Wheels,purchase,0.0,1.0,200.0,Tucson,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/Outside-1_recrjv.jpg,23262,32.221743,-110.926479,32000.0,2016-09-08,160.0,
1000,12478,nampa-idaho-12-tiny-house-jamboree-model-closeout,active,Tiny House Jamboree model closeout,Tiny House On Wheels,purchase,1.0,1.0,250.0,Nampa,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/DSC_6858-1_wofkeg.jpg,20797,43.540717,-116.563462,68995.0,2016-09-08,275.98,
1001,23471,luxurious-farmhouse-container,active,Luxurious Farmhouse Container,Container Home,purchase,1.0,1.0,240.0,Queen Creek,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0839_ptl8df_yewadz.jpg,138526,33.25,-111.63,74900.0,2021-02-18,312.08,Farmhouse
1002,23468,th-escape-tiny_house,active,TH-Escape.,Tiny House,purchase,1.0,1.0,238.0,Nampa,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_3436_qy2aro.jpg,168522,43.56,-116.57,59950.0,2021-02-18,251.89,
1003,23482,homestead-tiny-house-set-the-bar-for-awesomeness,active,Homestead Tiny House Set The Bar For Awesomeness,Tiny House,model,1.0,1.0,315.0,Columbus,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/9946E148-7323-4105-8F9F-13E3AD2CE32A_zeunde_bb75ro_s75ozs.jpg,138526,40.08,-82.81,118000.0,2021-02-19,374.6,
1004,23480,new-20ft-tiny-house-with-covered-porch,active,New 20ft Tiny House with covered porch,Tiny House,purchase,1.0,1.0,160.0,Unity,New Hampshire,http://res.cloudinary.com/tinyhouselistings/image/upload/FB_IMG_1613440844931_leksoe_b9xg36.jpg,133196,43.37,-72.34,50000.0,2021-02-19,312.5,
1005,23475,sea-breeze-20-tiny-house-tiny_house,active,Sea Breeze 20' Tiny House,Tiny House,purchase,1.0,1.0,170.0,Thermal,California,http://res.cloudinary.com/tinyhouselistings/image/upload/bFront_Door_1_jwfbel_ib8nla.jpg,141393,33.57,-116.16,66000.0,2021-02-19,388.24,
1006,23474,this-converted-bus-has-it-all,active,This Converted Bus Has It All,Converted Bus,purchase,1.0,1.0,30.0,Boise,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/2_ajjmen.jpg,138526,43.620689,-116.20123,87000.0,2021-02-18,2900.0,
1007,23473,luxurious-farmhouse-container-container_home,active,Luxurious Farmhouse Container,Container Home,purchase,1.0,1.0,240.0,Queen Creek,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2317_zziavb_qbjg6g.jpg,138526,33.25,-111.63,77000.0,2021-02-18,320.83,Farmhouse
1008,23485,tiny-house-on-wheels-tiny_house-purchase,active,Tiny House on Wheels ,Tiny House On Wheels,purchase,1.0,1.0,160.0,Buffalo,New York,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_6323_ymjm5b.jpg,138128,42.93,-78.88,36000.0,2021-02-20,225.0,
1009,23484,awesome-starter-home-or-guest-house,active,Awesome starter home or guest house,Converted Bus,purchase,1.0,1.0,300.0,Austin,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/1_ftjsv0.jpg,150179,30.34,-97.97,45000.0,2021-02-20,150.0,
1010,23491,36-luxury-modern-tiny-house-on-wheels,active,36' Luxury Modern Tiny House on Wheels,Tiny House On Wheels,purchase,2.0,1.0,288.0,Feura Bush,New York,http://res.cloudinary.com/tinyhouselistings/image/upload/PXL_20210108_202435224_idycnp.jpg,168114,42.55,-73.94,120000.0,2021-02-21,416.67,Modern
1011,23487,off-grid-craftsman-tiny-house,active,Off Grid Craftsman Tiny House,Tiny House,purchase,0.0,1.0,160.0,Beaumont,Kansas,http://res.cloudinary.com/tinyhouselistings/image/upload/DSC_0020_v4aja2.jpg,169104,37.682463,-96.544062,35000.0,2021-02-20,218.75,
1012,23497,2010-arboc-bus-tiny-house-hopeful,active,2010 Arboc Bus - Tiny House Hopeful ,Rv,purchase,0.0,0.0,192.0,Dallas,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1941_byszhj.jpg,55923,32.79,-96.81,12000.0,2021-02-22,62.5,
1013,23493,31-handcrafted-luxury-downstairs-bedroom-loft,active,31' Handcrafted Luxury - Downstairs Bedroom & Loft!,Tiny House,purchase,1.0,1.0,264.0,Portland,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/Tiny-Home-Cambria-2_hzrn3z.jpg,22727,45.42,-122.74,92750.0,2021-02-21,351.33,
1014,23492,tiny-2-room-cabin-shell-with-loft-and-porch,active,Tiny 2 room cabin shell with loft and porch!,Cabin,purchase,1.0,0.0,131.0,Cowpens,South Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/20210221_102933_e7hrwp.jpg,169218,35.05,-81.81,12000.0,2021-02-21,91.6,
1015,23502,perfect-tiny-home-in-wonderful-tiny-home-community,active,Perfect tiny home in wonderful tiny home community ,Tiny House,purchase,0.0,1.0,278.0,Orlando ,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/27B1D070-5D97-4B59-B9B8-7AD924BD717C_qaqdly.jpg,169396,28.58,-81.38,70000.0,2021-02-22,251.8,
1016,23501,24-big-little-barn-customized-tiny-house-on-wheels,active,24' Big Little Barn -- Customized Tiny House on Wheels,Tiny House On Wheels,purchase,0.0,1.0,180.0,Bellingham,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/EditedMallyHarbor-17_hxrizj.jpg,169379,48.73,-122.49,60000.0,2021-02-22,333.33,Farmhouse
1017,23499,island-cove-park-a-mobile-tiny-home-community-space-for-rent,active,Island Cove Park-A Mobile & Tiny Home Community -Space for Rent,Land,rent,0.0,0.0,234.23182711198427,Durango,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/unnamed_taq7ds.jpg,169353,37.27,-107.88,600.0,2021-02-22,2.56,
1018,23505,virgin-tiny-home-foundation,active,Virgin Tiny Home Foundation,Tiny House On Wheels,purchase,0.0,0.0,170.0,Tucson,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/tiny_home_trl_frame_xugf29.jpg,169510,32.23,-110.97,3995.0,2021-02-23,23.5,
1019,23504,tiny_house-53d1adc4-47a9-401e-bc7b-01d6585f5589,active,Too Good to Be True?  Charming Tiny House with Parking!!!,Tiny House,purchase,1.0,1.0,124.0,Durango,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_7364_ygpigh.jpg,141393,37.27,-107.88,47000.0,2021-02-23,379.03,
1020,23510,skoolie-for-sale,active,SKOOLIE for sale,Converted Bus,purchase,1.0,0.0,175.0,Greenville,South Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/tempImagerjWqzd_p4qrdr.jpg,169662,34.87,-82.36,7500.0,2021-02-25,42.86,
1021,23509,bright-and-tiny-tiny-house-on-wheels,active,Bright and Tiny (Tiny House on Wheels),Tiny House On Wheels,purchase,1.0,1.0,160.0,Buffalo,New York,http://res.cloudinary.com/tinyhouselistings/image/upload/Screen_Shot_2021-02-20_at_12.16.12_PM_gvd0ek.jpg,138128,42.93,-78.88,38000.0,2021-02-24,237.5,
